id,svl,lc,m,marks,eggs,pore,colour,loc,horm,sp,sex,date,RBC,hcRBC,lysRBC,paras,prop,check_rbc,check_par,check_sum
ACN5023,68,100r,4.55,1,1,,,amrakits canyon,87.12,D.dahli,f,16062023,692,33,31,14,0.0181818181818182,,10,780
ACN5024,61,35r,3.34,2,1,,,amrakits canyon,12.67,D.dahli,f,16062023,656,136,14,12,0.0146699266503667,98,-4,912
ACN5025,70,44r,4.45,2,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
ACN5030,62,10r,3.13,1,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
ACN5520,64,81r,4.18,1,1,,,amrakits canyon,151.8,D.dahli,f,16062023,231,5,4,8,0.032258064516129,97,,345
ASH1,,,,,,,,sepasar river,,D.valentini,f,26052022,1409,54,10,2,0.00135593220338983,,-1,1474
ASH10,67,102r,5.9,,,1,br,sepasar river,173.2,D.valentini,m,24052023,3870,120,2,1,0.00025043826696719,,-1,3992
ASH10,65,102r,5.42,,,1,br,sepasar river,58.20,D.valentini,m,11062023,,,,,,,,0
ASH10,,,,,,,,sepasar river,,D.valentini,m,09072022,2931,40,5,1,0.00033590863285186,,,2977
ASH100,,,,,,,,sepasar river,,D.valentini,m,10072022,3047,40,6,15,0.00482625482625483,,-7,3101
ASH1000,64,98r,4.15,0,,,,sepasar river,6.854,D.valentini,f,24052023,,,,,,,,0
ASH1000,65,106r,5.38,3,1,,,sepasar river,25.47,D.valentini,f,11062023,1786,280,16,2,0.00095969289827255,,-2,2082
ASH1005,62,95r,5.21,,,1,br,sepasar river,37.58,D.valentini,m,10062023,569,106,15,0,0,253,,943
ASH1005,,,,,,,,sepasar river,,D.valentini,m,08072022,5371,141,35,9,0.00161987041036717,,-8,5548
ASH1011,,,,,,,,sepasar river,,D.valentini,m,07072022,1561,32,6,4,0.00249532127261385,,,1603
ASH1020,60,82,4.95,,,1,br,sepasar river,54,D.valentini,m,24052023,3182,40,37,5,0.00153186274509804,,-5,3259
ASH103,65,77r,5.69,3,1,,,sepasar river,300,D.armeniaca,f,10062023,2136,9,14,2,0.00092549745488199,,,2161
ASH104,,,,,,,,sepasar river,,D.armeniaca,f,26052022,2699,22,1,4,0.00146735143066764,,1,2727
ASH113,,,,,,,,sepasar river,,D.armeniaca,f,26052022,1202,32,41,2,0.00156617071260767,,-2,1275
ASH115,,,,,,,,sepasar river,,D.armeniaca,f,26052022,3823,190,0,1,0.00024912805181863,,-1,4013
ASH125,64,117,5.53,,,1,br,sepasar river,96.46,D.valentini,m,24052023,3128,134,18,3,0.00091379835516296,,-3,3280
ASH125,64,118r,5.44,,,1,br,sepasar river,19.59,D.valentini,m,10062023,2605,45,14,10,0.0037397157816006,,-10,2664
ASH13,,,,,,,,sepasar river,,D.valentini,m,07072022,2502,25,12,9,0.00353218210361068,,-9,2539
ASH131,,,,,,,,sepasar river,,D.valentini,m,10072022,2005,2,3,0,0,,,2010
ASH131+400,61,82r,5.44,,,1,br,sepasar river,125,D.valentini,m,24052023,5232,158,2,1,0.00018542555164101,,-1,5392
ASH1311,67,70r,5,0,,,,sepasar river,87.583,D.armeniaca,f,24052023,1240,9,2,3,0.00239234449760766,613,-1,1866
ASH133,,,,,,,,sepasar river,,D.valentini,m,07072022,2678,37,12,6,0.0021953896816685,,-6,2727
ASH135,,,,,,,,sepasar river,,D.armeniaca,f,07072022,3406,17,0,2,0.00058394160583941,,-1,3424
ASH135,,,,,,,,sepasar river,,D.armeniaca,f,27052022,26,10,4,0,0,,,40
ASH14,62,84r,4.18,,,1,br,sepasar river,27.03,D.valentini,m,11062023,3435,140,25,4,0.00110987791342952,65,-2,3667
ASH14,,,,,,,,sepasar river,,D.valentini,m,09072022,2339,36,1,3,0.00126103404791929,,-1,2378
ASH14,,,,,,,,sepasar river,,D.valentini,m,26052022,2364,278,26,1,0.00037467216185837,,-1,2668
ASH141,64,13r,3.35,0,,,,sepasar river,148.24,D.armeniaca,f,25052023,,,,,,,,0
ASH142,,,,,,,,sepasar river,,D.valentini,f,27052022,3200,37,22,1,0.00030674846625766,,-1,3279
ASH143,65,72r,5.3,,,"0,5","0,5",sepasar river,290,D.valentini,m,24052023,3546,303,34,0,0,20,,3903
ASH143,64,80r,5.16,,,1,br,sepasar river,58.22,D.valentini,m,10062023,,,,,,,,0
ASH143,,,,,,,,sepasar river,,D.valentini,m,07072022,2593,4,1,1,0.00038476337052712,,-1,2598
ASH145,,,,,,,,sepasar river,,D.armeniaca,f,27052022,2844,333,164,4,0.00119581464872945,,-4,3341
ASH15,,,,,,,,sepasar river,,D.armeniaca,f,26072022,2862,102,16,10,0.00334448160535117,,-6,2984
ASH15,,,,,,,,sepasar river,,D.valentini,sex,06072022,3543,133,3,5,0.00135722041259501,,-2,3682
ASH150,,,,,,,,sepasar river,,D.valentini,m,27052022,2656,148,26,3,0.00105894811154253,25,,2858
ASH1501F,,,,,,,,sepasar river,,D.valentini,f,24052023,2273,79,13,3,0.00126689189189189,184,-2,2550
ASH1501M,64,85r,4.75,,,1,br,sepasar river,,D.valentini,m,24052023,2280,219,9,2,0.00079681274900398,,-2,2508
ASH151,,,,,,,,sepasar river,,D.valentini,m,27052023,621,388,97,4,0.0036036036036036,50,-2,1158
ASH152,,,,,,,,sepasar river,,D.valentini,m,07072022,2308,36,22,3,0.00126635711270578,,-3,2366
ASH152,,,,,,,,sepasar river,,D.valentini,m,27052022,1718,342,79,6,0.0027972027972028,14,-4,2155
ASH153,,,,,,,,sepasar river,,D.armeniaca,f,27052022,1369,133,75,3,0.00189873417721519,40,-3,1617
ASH154,,,,,,,,sepasar river,,D.armeniaca,f,27052022,1240,179,67,1,0.00067249495628782,,,1487
ASH20,,,,,,,,sepasar river,,D.valentini,m,07072022,2287,23,22,1,0.00042863266180883,,,2333
ASH200,71,77r,4.88,0,,,,sepasar river,113.97,D.armeniaca,f,24052023,3036,18,22,0,0,,,3076
ASH200.1,57,110,3.75,0,,,,sepasar river,,D.armeniaca,f,24052023,5186,23,2,2,0.00038365624400537,,-1,5212
ASH2000A,64,77r,3.62,0,,,,sepasar river,36.421,D.armeniaca,f,24052023,786,19,4,3,0.00369458128078818,190,-2,1000
ASH2000F,68,100r,5.91,4,1,,,sepasar river,,D.valentini,f,10062023,2867,141,2,1,0.00033211557622052,,,3011
ASH2000M,65,88r,5.12,,,1,br,sepasar river,252,D.valentini,m,24052023,1881,107,3,2,0.00100351229302559,153,-2,2144
ASH201,,,,,,,,sepasar river,,D.armeniaca,f,27052022,1402,198,16,3,0.00185299567634342,,,1619
ASH21,73,103r,5.94,6,1,,,sepasar river,20.28,D.valentini,f,10062023,2434,26,26,0,0,,,2486
ASH210,,,,,,,,sepasar river,,D.armeniaca,f,07072022,2090,118,10,8,0.00359389038634322,,-8,2218
ASH210,,,,,,,,sepasar river,,D.armeniaca,f,27052022,2094,22,9,0,0,,,2125
ASH211,61,30r,3.86,0,,,,sepasar river,46.91,D.armeniaca,f,25052023,1804,143,44,6,0.00300450676014021,,-6,1991
ASH211,63,31r,4.34,,1,,,sepasar river,137.8,D.armeniaca,f,11062023,1445,50,2,2,0.00133422281521014,590,1,2090
ASH212,,,,,,,,sepasar river,,D.armeniaca,f,27052022,2137,82,26,1,0.00044523597506678,,,2246
ASH213,,,,,,,,sepasar river,,D.armeniaca,f,27052022,296,133,84,0,0,143,,656
ASH214,,,,,,,,sepasar river,,D.valentini,f,09072022,2869,61,13,4,0.00135731252120801,,-3,2944
ASH23,,,,,,,,sepasar river,,D.armeniaca,f,26052022,1774,17,8,11,0.00607734806629834,,-4,1806
ASH231,,,,,,,,sepasar river,,D.valentini,m,08072022,3176,192,21,11,0.00323529411764706,,-4,3396
ASH240,67,77r,5.24,3,1,,,sepasar river,262.1,D.armeniaca,f,11062023,1166,99,20,4,0.00310318076027929,,-4,1285
ASH2400,,,,,,,,sepasar river,,D.armeniaca,f,25052023,2163,106,15,7,0.00305543430816237,,-5,2286
ASH241,67,66r,4.75,2,1,,,sepasar river,159.4,D.armeniaca,f,10062023,3326,160,29,3,0.00085275724843661,,-1,3517
ASH241,,,,,,,,sepasar river,,D.armeniaca,f,09072022,2713,40,12,3,0.00108381502890173,,-3,2765
ASH241,,,,,,,,sepasar river,,D.armeniaca,f,27052022,2536,116,9,3,0.00112612612612613,,-1,2663
ASH25,,,,,,,,sepasar river,,D.valentini,m,15072022,5805,37,2,5,0.00085484698239015,,-5,5844
ASH252,60,65r,3.72,5,1,,,sepasar river,39.05,D.valentini,f,12062023,1174,200,29,9,0.00637393767705382,642,,2054
ASH253,,,,,,,,sepasar river,,D.armeniaca,f,28052022,881,538,88,7,0.00462351387054161,132,-2,1644
ASH254,63,80r,4.66,2,1,,,sepasar river,300,D.armeniaca,f,10062023,1672,108,14,0,0,,,1794
ASH255,63,71r,4.58,2,1,,,sepasar river,171.6,D.armeniaca,f,10062023,2639,47,23,8,0.00294442399705558,,,2717
ASH300,,,,,,,,sepasar river,,D.armeniaca,f,28052022,1034,554,65,18,0.0107719928186715,272,,1943
ASH302,,,,,,,,sepasar river,,D.valentini,m,28052022,1675,588,128,5,0.00208681135225376,40,-3,2433
ASH304,,,,,,,,sepasar river,,D.armeniaca,f,07072022,2207,45,3,0,0,,,2519
ASH304,,,,,,,,sepasar river,,D.valentini,f,28052022,979,343,88,0,0,264,1,1675
ASH311,67,109r,5.81,2,1,,,sepasar river,232.7,D.armeniaca,f,10062023,2241,103,25,2,0.0008435259384226,,-2,2369
ASH312,62,70r,4.49,,1,,,sepasar river,153.9,D.armeniaca,f,11062023,1414,32,55,3,0.00199468085106383,,,1504
ASH320,,,,,,,,sepasar river,,D.valentini,f,28052022,1355,56,38,3,0.00206611570247934,64,-2,1514
ASH321,68,94r,5.19,5,1,,,sepasar river,270.6,D.valentini,f,11062023,1726,154,18,4,0.00210304942166141,,,1902
ASH322,63,84r,4.48,4,1,,,sepasar river,8.525,D.valentini,f,10062023,4125,40,24,3,0.00071564885496183,,-2,4190
ASH322,,,,,,,,sepasar river,,D.valentini,f,28052022,2044,87,30,3,0.00138632162661738,,-2,2162
ASH323,68,103r,5.44,3,1,,,sepasar river,18.63,D.valentini,f,10062023,2407,6,21,4,0.00164068908941756,,,2438
ASH324,,,,,,,,sepasar river,,D.valentini,m,07072022,1798,43,5,15,0.00806018269747448,,-13,1848
ASH324,,,,,,,,sepasar river,,D.valentini,m,28052022,2304,814,126,4,0.00123152709359606,,-4,3244
ASH325,61,94r,4.8,,,1,br,sepasar river,66.18,D.valentini,m,10062023,1204,81,16,0,0,,,1301
ASH325,,,,,,,,sepasar river,,D.valentini,m,08072022,1016,310,28,2,0.00147492625368732,,,1356
ASH330,64,44r,4.62,,,1,pale,sepasar river,25.31,D.valentini,m,10062023,950,89,12,2,0.00189933523266857,125,-1,1177
ASH330,,,,,,,,sepasar river,,D.valentini,m,08072022,2149,25,18,2,0.00091157702825888,,-2,2192
ASH331,59,108r,5.45,,,1,br,sepasar river,19.94,D.valentini,m,10062023,4000,40,30,2,0.00049115913555992,,,4072
ASH331,,,,,,,,sepasar river,,D.valentini,m,08072022,3369,105,41,5,0.00142045454545455,,-2,3518
ASH332,,,,,,,,sepasar river,,D.valentini,f,28052022,1910,129,33,3,0.00144578313253012,66,,2141
ASH340,61,98r,4.48,,,0,"0,5",sepasar river,0.74,D.valentini,m,18092023,,,,,,,,0
ASH340,,,,,,,,sepasar river,,D.valentini,m,28052022,2060,568,110,0,0,342,,3080
ASH341,70,97r,6.3,,,"0,5",br,sepasar river,161,D.valentini,m,25052023,4849,79,108,8,0.00158604282315623,,-5,5039
ASH342,63,90r,5.35,,,1,br,sepasar river,,D.valentini,m,24052023,1675,93,13,1,0.00056116722783389,,-1,1781
ASH353,58,105r,3.96,0,,,,sepasar river,43.27,D.armeniaca,f,24052023,4692,22,7,9,0.00190274841437632,,-5,4725
ASH355,66,105r,5.4,2,1,,,sepasar river,99.39,D.armeniaca,f,11062023,1762,90,43,3,0.00158061116965227,,-2,1896
ASH4,,,,,,,,sepasar river,,D.valentini,f,08072022,4014,156,44,7,0.00165837479270315,,,4221
ASH40,58,89r,3.76,,1,,,sepasar river,84.31,D.armeniaca,f,10062023,3087,182,40,5,0.00150875075437538,,-4,3310
ASH400,67,84r,5.03,1,1,,,sepasar river,28.97,D.armeniaca,f,10062023,588,167,9,6,0.00779220779220779,282,2,1054
ASH400,,,,,,,,sepasar river,,D.armeniaca,f,28052022,2666,69,28,2,0.00072332730560578,,-1,2764
ASH41,,,,,,,,sepasar river,,D.valentini,f,26052022,3241,110,21,2,0.00059276822762299,,-2,3372
ASH410,,,,,,,,sepasar river,,D.armeniaca,f,09072022,3165,18,3,5,0.00156690692572861,,-2,3189
ASH412,67,108r,4.53,0,,,,sepasar river,66.13,D.armeniaca,f,24052023,2840,31,13,1,0.00034662045060658,,,2885
ASH414,55,85r,3.2,0,,,,sepasar river,,D.armeniaca,f,24052023,2272,71,25,37,0.0153846153846154,,,2405
ASH414,57,55r,3.6,1,1,,,sepasar river,48.53,D.armeniaca,f,10062023,1851,23,17,18,0.00942902042954426,,-4,1905
ASH424,71,89r,6.25,2,1,,,sepasar river,29.97,D.armeniaca,f,11062023,1373,91,18,2,,,-2,1482
ASH432,66,84r,5.18,5,1,,,sepasar river,432.8,D.valentini,f,10062023,2542,182,14,1,0.00036509675063891,,-1,2738
ASH433,72,79r,5.97,6,1,,,sepasar river,9.644,D.valentini,f,10062023,2034,344,10,8,0.00333889816360601,,,2396
ASH44,,,,,,,,sepasar river,,D.armeniaca,f,26052022,1976,174,12,6,0.00276752767527675,,-3,2165
ASH440,66,124r,5.46,,,1,br,sepasar river,500.9,D.valentini,m,25052023,1637,73,26,2,0.00115074798619102,,,1738
ASH441,,,,,,,,sepasar river,,D.valentini,m,08072022,2367,299,96,3,0.00108499095840868,,,2765
ASH45,,,,,,,,sepasar river,,D.valentini,f,26052022,1494,389,112,6,0.00299850074962519,,,2001
ASH45+50,60,112r,5,,,1,br,sepasar river,163.5,D.valentini,m,25052023,3182,152,9,4,0.00119510008963251,,-2,3345
ASH45+50,63,117r,4.88,,,1,br,sepasar river,28.37,D.valentini,m,10062023,3094,149,29,5,0.00152578577967653,,,3277
ASH450,64,95r,4.51,,1,,,sepasar river,17.94,D.armeniaca,f,11062023,2306,63,54,12,0.00492813141683778,,-1,2434
ASH452,64,96r,4.31,0,,,,sepasar river,23.9,D.armeniaca,f,24052023,1135,49,25,2,0.00165152766308836,-20,-2,1189
ASH452,61,110r,4.14,1,,,,sepasar river,8.918,D.armeniaca,f,10062023,2446,1,6,6,0.00244001626677511,,-2,2457
ASH453,70,110r,5.86,1,1,,,sepasar river,,D.armeniaca,f,10062023,,,,,,,,0
ASH502,62,18r,4.53,,,1,br,sepasar river,19.96,D.valentini,m,11062023,1798,124,4,9,0.00465116279069767,165,-2,2098
ASH504,,,,,,,,sepasar river,,D.armeniaca,f,09072022,3420,58,2,9,0.00257953568357696,,-1,3488
ASH51,64,90r,4.54,0,,,,sepasar river,,D.valentini,f,24052023,2204,50,156,6,,,-2,2414
ASH51,64,80r,4.5,4,1,,,sepasar river,9.199,D.valentini,f,11062023,2848,186,37,4,,,,3075
ASH510,60,105,3.6,0,,,,sepasar river,,D.armeniaca,f,24052023,2373,70,27,3,0.00121310149615851,,,2473
ASH523,,,,,,,,sepasar river,,D.valentini,m,07072022,2316,29,1,0,0,,1,2347
ASH525,,,,,,,,sepasar river,,D.armeniaca,f,08072022,2694,133,73,6,0.00206469373709566,,-2,2904
ASH531,61,95r,4.57,,,1,br,sepasar river,164.1,D.valentini,m,24052023,2121,325,7,0,0,,,2453
ASH531,,,,,,,,sepasar river,,D.valentini,m,15072022,3890,55,0,5,0.00126582278481013,,-2,3948
ASH532,,,,,,,,sepasar river,,D.valentini,m,08072022,3365,608,54,2,0.0004964010920824,,-1,4028
ASH534,61,90r,5.1,,,1,br,sepasar river,107.8,D.valentini,m,24052023,2612,95,33,7,0.00254823443756826,95,-1,2841
ASH534,61,66r,4.96,,,1,br,sepasar river,59.61,D.valentini,m,11062023,1993,87,23,8,0.00378967314069162,,,2111
ASH534,,,,,,,,sepasar river,,D.valentini,m,07072022,3128,24,3,8,0.00252924438823901,,,3163
ASH535,60,105r,6.2,,,1,br,sepasar river,,D.valentini,m,25052023,4312,145,3,2,0.00044822949350067,,-1,4461
ASH540,67,100,5.3,0,,,,sepasar river,,D.armeniaca,f,24052023,2597,41,3,2,0.00075671585319712,,2,2645
ASH543+2400,65,44r,5.16,,,1,br,sepasar river,36.62,D.valentini,m,10062023,1984,326,46,20,0.00841750841750842,,,2376
ASH545,63,119r,5.5,,,1,pale,sepasar river,14.43,D.valentini,m,10062023,2232,177,17,3,0.00123507616303005,50,-1,2478
ASH550,54,102r,3.28,,,1,br,sepasar river,128.40,D.valentini,m,11062023,1901,109,6,0,0,7,1,2024
ASH5503+1200,,,,,,,,sepasar river,,D.valentini,m,08072022,2867,172,14,2,0.00065466448445171,,-1,3054
ASH551,70,110r,6.37,1,1,,,sepasar river,300,D.armeniaca,f,11062023,2994,25,54,2,0.00065040650406504,48,,3123
ASH552,71,95r,5.43,0,,,,sepasar river,77.736,D.armeniaca,f,24052023,,,,,,,,0
ASH552,64,10r,4.16,1,1,,,sepasar river,300,D.armeniaca,f,11062023,1725,4,1,3,0.00173110213502597,,-2,1731
ASH554,62,96r,5.9,,,1,br,sepasar river,,D.valentini,m,25052023,3889,177,25,13,0.00316764132553606,419,-11,4512
ASH555,64,113r,5.45,,,1,br,sepasar river,44.22,D.valentini,m,11062023,988,118,10,0,0,106,,1222
ASH555,,,,,,,,sepasar river,,D.valentini,m,07072022,3657,19,2,6,0.00162866449511401,,-2,3682
GG1,60,112,3.86,1,,,,gar-gar,57.613,D.dahli,f,29052023,2636,38,22,71,0.0256595590892664,,3,2770
GG10,56,115,3.29,,,1,br,gar-gar,216.1,D.portschinskii,m,29052023,,,,,,,,0
GG11,54,115,3.3,,,1,br,gar-gar,380,D.portschinskii,m,29052023,1875,223,11,9,0.00424929178470255,,1,2119
GG12,53,113,3,,,1,br,gar-gar,282,D.portschinskii,m,29052023,2875,225,13,13,0.00415866922584773,,,3126
GG13,61,126,3.96,,,1,br,gar-gar,70.33,D.portschinskii,m,29052023,3316,272,10,51,0.0139764318991505,,1,3650
GG135,68,114,4.6,,,,,gar-gar,,D.portschinskii,f,29052023,,,,,,,,0
GG14,60,120,4.05,,,1,br,gar-gar,261.1,D.portschinskii,m,29052023,2614,44,19,47,0.0172540381791483,,,2724
GG15,61,112,4.12,,,1,br,gar-gar,253.9,D.portschinskii,m,29052023,1224,300,16,11,0.00709219858156028,109,,1660
GG16,64,112r,4.78,,,1,br,gar-gar,,D.portschinskii,m,29052023,3672,117,14,11,0.00288411116937598,,-3,3811
GG17,62,93r,4.49,,,1,br,gar-gar,,D.portschinskii,m,29052023,2230,75,11,9,0.00387096774193548,,,2325
GG18,58,117,4.56,,,1,br,gar-gar,,D.portschinskii,m,29052023,1327,73,100,5,0.00332225913621262,301,,1806
GG19,59,100r,4.42,,,1,br,gar-gar,187.7,D.portschinskii,m,29052023,2162,32,15,18,0.00808262236192187,,-2,2225
GG2,56,81,2.83,,,,,gar-gar,46.054,D.dahli,f,29052023,1772,212,60,4,0.001953125,290,,2338
GG20,58,15r,3.44,,,1,br,gar-gar,,D.portschinskii,m,29052023,2728,55,6,0,0,31,,2820
GG21,59,115,4.54,,,1,br,gar-gar,,D.portschinskii,m,29052023,2946,22,16,54,0.0177748518762344,,-22,3016
GG22,61,49r,4,,,1,br,gar-gar,,D.portschinskii,m,29052023,3341,182,75,67,0.018281036834925,,,3665
GG23,60,68r,3.46,8,1,,,gar-gar,86.727,D.portschinskii,f,30052023,2890,81,7,11,0.00368016058882569,,-2,2987
GG24,60,117,3.54,4,1,,,gar-gar,56.971,D.portschinskii,f,30052023,,,,,,,,0
GG25,63,71r,3.56,6,1,,,gar-gar,99.143,D.portschinskii,f,30052023,,,,,,,,0
GG26,62,83,3.35,3,1,,,gar-gar,74.311,D.portschinskii,f,30052023,,,,,,,,0
GG27,59,102,3.28,5,1,,,gar-gar,61.039,D.portschinskii,f,30052023,3201,26,3,23,0.00707039655702429,,,3253
GG28,53,92r,3.06,5,1,,,gar-gar,108.59,D.portschinskii,f,30052023,3186,96,30,2,0.00060350030175015,,-1,3313
GG29,51,13r,1.89,,,,,gar-gar,51.405,D.portschinskii,f,30052023,2053,94,26,10,0.00458085203847916,,,2183
GG3,52,111,2.45,,,1,br,gar-gar,374.8,D.portschinskii,m,29052023,,,,,,,,0
GG30,57,113,3.45,4,1,,,gar-gar,177.41,D.portschinskii,f,30052023,3286,52,15,0,0,,,3353
GG31,54,99,2.23,1,1,,,gar-gar,36.635,D.portschinskii,f,30052023,3865,121,21,6,0.00149514079242462,,-4,4009
GG32,50,95,2.06,2,,,,gar-gar,,D.portschinskii,f,30052023,1205,54,8,1,0.00078864353312302,28,-1,1295
GG33,52,110,2.9,,,1,br,gar-gar,303.2,D.portschinskii,m,30052023,738,405,23,3,0.00256629597946963,70,-2,1237
GG4,50,69r,2.07,,,,,gar-gar,,D.dahli,f,29052023,,,,,,,,0
GG5,53,110,3,,,,,gar-gar,,D.portschinskii,m,29052023,,,,,,,,0
GG6,62,28r,4.24,,,1,br,gar-gar,232.1,D.portschinskii,m,29052023,2077,25,18,4,0.00188323917137476,,-2,2122
GG7,61,115,4.18,,,,,gar-gar,88.44,D.dahli,f,29052023,938,82,56,8,0.00738007380073801,,,1084
GG8,54,105,3.18,,,1,br,gar-gar,139.70,D.portschinskii,m,29052023,2232,113,22,7,0.0029486099410278,,2,2376
GG9,54,81,2.92,,,1,br,gar-gar,,D.portschinskii,m,29052023,3038,48,7,14,0.00450595429674928,,-2,3105
GGR1355,61,109,3.78,3 но слабые,,,,gar-gar,31.497,D.dahli,f,29052023,2777,51,2,47,0.016336461591936,,,2877
GGR3001,63,88r,3.78,,,1,br,gar-gar,,D.portschinskii,m,29052023,1803,91,18,33,0.0169665809768638,10,,1955
GGR3002,51,73,2.03,5,,,,gar-gar,,D.portschinskii,f,29052023,2061,177,41,0,0,,,2279
,,,,,,,,,,,,,,,,,,,,
HR1,68,,5.67,0,,,,hrazdan restaurant,,D.unisexualis,f,12052023,,,,,,,,0
HR10,62,,3.81,0,,,,hrazdan restaurant,,D.unisexualis,f,12052023,1538,51,23,0,0,,,1612
HR100,67,135r,5.81,,,1,br,hrazdan restaurant,77.04,D.nairensis,m,06062023,3344,793,8,27,0.00647171620325983,,-1,4171
HR101,70,104r,5.58,,,1,br,hrazdan restaurant,52.44,D.nairensis,m,06062023,3219,472,9,224,0.0570846075433231,,15,3939
HR102,71,128,6.88,,,1,br,hrazdan restaurant,108.90,D.nairensis,m,06062023,2186,190,21,9,0.00374064837905237,,-1,2405
HR103,67,95r,6.27,,,1,br,hrazdan restaurant,38.93,D.nairensis,m,06062023,2422,329,8,38,0.0135859849839113,,-6,2791
HR104,69,118,6.35,,,1,br,hrazdan restaurant,113.70,D.nairensis,m,06062023,2699,298,25,42,0.0137075718015666,,-4,3060
