id,svl,lc,m,marks,eggs,pore,colour,loc,horm,sp,sex,date,RBC,hcRBC,lysRBC,paras,prop,check_rbc,check_par,check_sum
AC131,60,102,3.71,3,1,,,amrakits canyon,,D.portschinskii,f,16062023,,,,,,,,0
AC132,62,115,4.35,0,0,,,amrakits canyon,34.72,DportXDdah,f,16062023,292,3,120,10,0.0235294117647059,232,,657
AC133,60,119,3.2,0,0,,,amrakits canyon,29.033,DportXDdah,f,16062023,1037,6,7,5,0.004739336492891,,,1055
AC134,63,10r,2.92,0,0,,,amrakits canyon,23.64,DportXDdah,f,16062023,,,,,,,,0
AC135,73,130r,5.58,0,0,,,amrakits canyon,31.497,D.armeniaca,f,16062023,,,,,,,,0
AC136,64,95r,5.25,,1,,,amrakits canyon,213.4,D.armeniaca,f,16062023,855,10,145,134,0.117132867132867,244,41,1429
AC137,67,103r,5.97,,1,,,amrakits canyon,253.7,D.armeniaca,f,16062023,2943,22,17,421,0.123714369673817,,,3403
AC138,68,100r,5.33,,1,,,amrakits canyon,211.5,D.armeniaca,f,16062023,2562,40,14,133,0.0483812295380138,,,2749
AC139,64,99r,4.84,,1,,,amrakits canyon,234.5,D.armeniaca,f,16062023,,,,,,,,0
AC14,68,,4.2,0,,,,amrakits canyon,,D.armeniaca,f,25042023,1537,63,16,20,0.0122249388753056,,3,1639
AC140,60,104,4.55,,1,,,amrakits canyon,28.27,D.armeniaca,f,16062023,2060,18,62,1,0.00046707146193367,,-1,2140
AC141,63,115,4.96,,1,,,amrakits canyon,89.29,D.armeniaca,f,16062023,2032,273,4,1,0.00043290043290043,,,2310
AC142,66,115,5.73,,1,,,amrakits canyon,51.84,D.armeniaca,f,16062023,1186,7,26,90,0.0687547746371276,323,6,1638
AC143,64,106,5.18,,1,,,amrakits canyon,244.1,D.armeniaca,f,16062023,1269,3,26,2,0.00153846153846154,,,1300
AC144,63,114,4.03,0,1,,,amrakits canyon,48.49,D.dahli,f,16062023,1435,66,36,127,0.0763221153846154,,,1664
AC145,63,93r,3.86,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC146,63,18r,3.14,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC147,50,61r,,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC148,57,105,3.31,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC149,58,107,3.82,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC15,69,,5.04,0,,,,amrakits canyon,,D.armeniaca,f,25042023,3576,99,119,102,0.0261806981519507,,,3896
AC150,57,52r,,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC151,53,73r,2.77,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC152,49,92,1.96,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC153,64,89r,3.78,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC154,57,105,3,1,1,,,amrakits canyon,6.48,D.dahli,f,16062023,,,,,,,,0
AC155,61,15r,3.58,1,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC156,51,105,2.86,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC157,54,94r,3,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC158,48,94r,2.13,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC159,58,110,3.49,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC16,59,,3.07,0,,,,amrakits canyon,,D.dahli,f,25042023,953,182,26,3,0.00257731958762887,80,,1244
AC160,63,85r,3.81,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC161,62,50r,4,1,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC162,65,94r,4.32,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC163,63,95r,3.86,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC164,67,86,4.26,1,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC165,44,32r,1.54,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC166,55,94,3.12,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC167,64,97,4.24,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC168,62,92,4.15,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC169,63,105,4.52,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC17,66,,3.14,0,,,,amrakits canyon,,D.dahli,f,25042023,,,,,,,,0
AC170,57,102,3.32,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC171,46,15r,1.53,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC172,53,74r,2.3,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC173,47,23r,1.58,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC174,64,101r,4.47,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC175,59,94r,3.25,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC176,48,95r,2.21,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC177,61,81r,3.5,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC178,62,110,3.76,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC179,66,21r,3.73,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC18,,,,0,,,,amrakits canyon,,D.dahli,f,25042023,1467,255,22,33,0.0185706246482836,,,1777
AC180,64,91r,4,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC181,56,81r,2.66,,,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC182,56,63r,2.71,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC183,56,95r,3.45,,1,,,amrakits canyon,,D.dahli,f,16062023,,,,,,,,0
AC184,58,72r,3,0,0,,,amrakits canyon,0.49,D.portschinskii,f,13092023,,,,,,,,0
AC185,57,110,3.8,,,0,1,amrakits canyon,77.50,D.portschinskii,m,13092023,,,,,,,,0
AC186,58,67r,2.8,1,0,,,amrakits canyon,9.66,D.portschinskii,f,13092023,1785,103,14,13,0.00678851174934726,,,1915
AC187,52,105,2.2,0,0,,,amrakits canyon,19.96,D.portschinskii,f,13092023,,,,,,,,0
AC188,52,121,2.6,,,0,"0,5",amrakits canyon,137.60,D.portschinskii,m,13092023,,,,,,,,0
AC189,65,116,4,1,0,,,amrakits canyon,12.08,D.portschinskii,f,13092023,,,,,,,,0
AC19,62,,3.08,0,,,,amrakits canyon,,D.dahli,f,25042023,1893,47,19,14,0.00709579320831222,,,1973
AC190,53,65r,2.2,0,0,,,amrakits canyon,3,D.portschinskii,f,13092023,,,,,,,,0
AC191,42,69r,1.2,,,0,"0,5",amrakits canyon,,D.portschinskii,m,13092023,,,,,,,,0
AC192,68,103r,5,0,0,,,amrakits canyon,14.94,DportXDdah,f,13092023,,,,,,,,0
AC193,57,112,2.2,0,0,,,amrakits canyon,24.29,D.dahli,f,13092023,,,,,,,,0
AC194,60,69r,3,0,0,,,amrakits canyon,23.07,D.dahli,f,13092023,,,,,,,,0
AC195,63,107r,3.4,0,0,,,amrakits canyon,39.13,D.dahli,f,13092023,170,13,30,6,0.0273972602739726,93,,312
AC196,59,17r,3.4,0,0,,,amrakits canyon,207.46,D.dahli,f,13092023,,,,,,,,0
AC197,64,85r,3,0,0,,,amrakits canyon,44.78,D.dahli,f,13092023,,,,,,,,0
AC198,52,41r,2,0,0,,,amrakits canyon,24.98,D.dahli,f,13092023,,,,,,,,0
AC199,66,108r,3.8,0,0,,,amrakits canyon,26.1,D.dahli,f,13092023,2708,110,115,75,0.0249335106382979,100,,3108
AC2,64,,3.71,0,,,,amrakits canyon,,D.dahli,f,25042023,1513,58,11,22,0.013715710723192,,,1604
AC20,64,,5.33,,,,,amrakits canyon,,D.portschinskii,m,25042023,1679,32,46,7,0.00396825396825397,,,1764
AC200,54,15r,2.2,0,0,,,amrakits canyon,24.11,D.dahli,f,13092023,1945,134,39,64,0.0293308890925756,,,2182
AC201,60,57r,3,0,0,,,amrakits canyon,29.83,D.dahli,f,13092023,,,,,,,,0
AC202,60,103r,4,,,0,1,amrakits canyon,88.80,D.portschinskii,m,14092023,1056,152,25,48,0.0374707259953162,38,,1319
AC203,62,89r,5.2,,,0,1,amrakits canyon,519.30,D.portschinskii,m,14092023,,,,,,,,0
AC204,58,115r,4.4,,,0,"0,5",amrakits canyon,909.30,D.portschinskii,m,14092023,3977,92,17,129,0.0306049822064057,,,4215
AC205,63,103r,4,,,0,1,amrakits canyon,,D.portschinskii,m,14092023,,,,,,,,0
AC206,62,87r,3.8,,,0,"0,5",amrakits canyon,161.30,D.portschinskii,m,14092023,1998,72,27,4,0.00190385530699667,,,2101
AC207,65,88r,4.4,,,0,1,amrakits canyon,312.70,D.portschinskii,m,14092023,1113,95,12,40,0.0317460317460317,,,1260
AC208,64,82r,4.2,,,0,"0,5",amrakits canyon,273.20,D.portschinskii,m,14092023,,,,,,,,0
AC209,61,136,3.8,,,0,1,amrakits canyon,85.80,D.portschinskii,m,14092023,2281,216,38,139,0.0519820493642483,,,2674
AC21,58,,4.25,,,,,amrakits canyon,,D.portschinskii,m,25042023,,,,,,,,0
AC210,60,103r,4,,,0,1,amrakits canyon,161.80,D.portschinskii,m,14092023,3688,409,8,17,0.00412421154779233,,,4122
AC211,59,94r,3.6,,,0,1,amrakits canyon,223.10,D.portschinskii,m,14092023,2437,271,12,54,0.0194664744051911,,,2774
AC212,60,117r,4,,,0,1,amrakits canyon,229.20,D.portschinskii,m,14092023,,,,,,,,0
AC213,62,93r,4.2,,,0,1,amrakits canyon,214.90,D.portschinskii,m,14092023,,,,,,,,0
AC214,54,17r,3.4,,,0,"0,5",amrakits canyon,112.50,D.portschinskii,m,14092023,,,,,,,,0
AC215,59,117r,4,,,0,1,amrakits canyon,155.70,D.portschinskii,m,14092023,,,,,,,,0
AC216,51,110,2.4,,,0,"0,5",amrakits canyon,233.90,D.portschinskii,m,14092023,,,,,,,,0
AC217,50,67r,2.2,,,0,"0,5",amrakits canyon,165.70,D.portschinskii,m,14092023,,,,,,,,0
AC218,56,87r,2.2,0,0,,,amrakits canyon,24.46,D.portschinskii,f,14092023,,,,,,,,0
AC219,63,73r,3.4,0,0,,,amrakits canyon,66.98,D.portschinskii,f,14092023,,,,,,,,0
AC22,63,,4.36,,,,,amrakits canyon,,D.portschinskii,m,25042023,,,,,,,,0
AC220,58,68r,3,0,0,,,amrakits canyon,29.91,D.portschinskii,f,14092023,6358,351,5,34,0.0050385299347955,18,,6766
AC221,61,34r,2.4,0,0,,,amrakits canyon,8.94,D.portschinskii,f,14092023,1186,326,6,16,0.0104302477183833,68,,1602
AC222,58,72r,2.8,0,0,,,amrakits canyon,24.29,D.portschinskii,f,14092023,4252,74,10,9,0.00207134637514384,,,4345
AC223,62,85r,4,0,0,,,amrakits canyon,0.52,D.portschinskii,f,14092023,5215,219,2,47,0.00857194966259347,,,5483
AC224,52,28r,1.6,0,0,,,amrakits canyon,9.73,D.portschinskii,f,14092023,,,,,,,,0
AC225,54,73r,2.6,0,0,,,amrakits canyon,9.37,D.portschinskii,f,14092023,1313,21,20,1,0.0007380073800738,48,-1,1402
AC226,59,70r,2.8,0,0,,,amrakits canyon,11.13,D.portschinskii,f,14092023,,,,,,,,0
AC227,58,82r,2.4,0,0,,,amrakits canyon,21.77,D.portschinskii,f,14092023,2745,148,11,15,0.00513874614594039,,-2,2917
AC228,52,104r,2,0,0,,,amrakits canyon,19.7,D.portschinskii,f,14092023,,,,,,,,0
AC229,63,87r,3.4,0,0,,,amrakits canyon,21.26,D.portschinskii,f,14092023,3124,101,4,2,0.00061900340451872,10,,3241
AC23,53,,2,0,,,,amrakits canyon,,D.portschinskii,f,25042023,,,,,,,,0
AC230,49,64r,,0,0,,,amrakits canyon,,D.portschinskii,f,14092023,,,,,,,,0
AC231,49,42r,,0,0,,,amrakits canyon,,D.portschinskii,f,14092023,,,,,,,,0
AC232,45,86,,0,0,,,amrakits canyon,,D.portschinskii,f,14092023,,,,,,,,0
AC233,51,90,,0,0,,,amrakits canyon,,D.portschinskii,f,14092023,,,,,,,,0
AC234,55,94r,2.2,0,0,,,amrakits canyon,20.39,D.portschinskii,f,14092023,,,,,,,,0
AC235,64,112r,3.8,1,0,,,amrakits canyon,24.55,D.dahli,f,14092023,4658,348,11,30,0.0059441252229047,,,5047
AC236,62,107r,2.8,0,0,,,amrakits canyon,39.6,D.dahli,f,14092023,,,,,,,,0
AC237,63,89r,3.2,0,0,,,amrakits canyon,,D.dahli,f,14092023,3211,282,2,32,0.00907286645874681,,,3527
AC238,69,97r,4,0,0,,,amrakits canyon,19.26,D.dahli,f,14092023,2627,154,7,225,0.0746764022568868,,,3013
AC239,61,103r,5,1,0,,,amrakits canyon,23.33,D.dahli,f,14092023,2771,163,15,50,0.0166722240746916,,,2999
AC24,71,76r,6.06,0,1,,,amrakits canyon,159.13,D.armeniaca,f,28052023,960,131,51,6,0.00522648083623693,,,1148
AC240,64,84r,3.6,1,0,,,amrakits canyon,26.8,D.dahli,f,14092023,2179,84,415,2,0.00074626865671641,,,2680
AC241,62,58r,3.1,1,0,,,amrakits canyon,24.03,D.dahli,f,14092023,4448,88,9,31,0.00677447552447552,,,4576
AC242,64,73r,3.2,0,0,,,amrakits canyon,34.52,D.dahli,f,14092023,,,,,,,,0
AC243,59,110,3.4,0,0,,,amrakits canyon,01.01,D.dahli,f,14092023,,,,,,,,0
AC244,70,18r,3.8,0,0,,,amrakits canyon,09.06,DportXDdah,f,15092023,4337,50,7,28,0.00633197648123021,,-2,4420
AC245,62,38r,4.2,,,0,1,amrakits canyon,496.10,D.portschinskii,m,15092023,935,48,39,30,0.0285171102661597,18,,1070
AC246,63,48r,3.8,,,0,1,amrakits canyon,818.70,D.portschinskii,m,15092023,1063,82,53,2,0.00166666666666667,,-2,1198
AC247,62,64r,4.8,,,0,1,amrakits canyon,930.40,D.portschinskii,m,15092023,1597,39,11,24,0.0143626570915619,,,1671
AC248,63,73r,4,0,0,,,amrakits canyon,42.61,D.armeniaca,f,15092023,2653,30,19,594,0.180218446601942,,,3296
AC249,72,99r,5.2,0,0,,,amrakits canyon,96.96,D.armeniaca,f,15092023,688,16,30,37,0.0479896238651102,10,,781
AC25,67,72r,5.07,0,,,,amrakits canyon,246.23,D.armeniaca,f,28052023,3875,235,6,106,0.025106584557082,,,4222
AC250,66,115r,5,0,0,,,amrakits canyon,25.06,DportXDdah,f,15092023,3843,196,16,5,0.00123152709359606,,-3,4057
AC251,47,106,1.6,0,0,,,amrakits canyon,,DportXDdah,f,15092023,3664,77,22,41,0.0107781282860147,26,,3830
AC252,59,77r,2,0,0,,,amrakits canyon,72.9,D.armeniaca,f,15092023,,,,,,,,0
AC253,70,115r,5.6,0,0,,,amrakits canyon,38.7,D.armeniaca,f,15092023,2995,257,125,46,0.0134385042360502,,,3423
AC254,66,30r,5,0,0,,,amrakits canyon,135.18,D.armeniaca,f,15092023,,,,,,,,0
AC255,62,98r,4,0,0,,,amrakits canyon,28.18,D.armeniaca,f,15092023,1850,235,4,2,0.00095648015303682,,,2091
AC256,57,107,3.4,0,0,,,amrakits canyon,27.06,D.armeniaca,f,15092023,3453,183,6,58,0.0156756756756757,,,3700
AC257,64,53r,3.6,0,0,,,amrakits canyon,81.74,D.armeniaca,f,15092023,901,252,9,158,0.11969696969697,,,1320
AC258,63,109,3.8,0,0,,,amrakits canyon,25.06,D.armeniaca,f,15092023,3129,218,17,46,0.0134897360703812,,,3410
AC259,61,50r,4.6,0,0,,,amrakits canyon,62.61,D.armeniaca,f,15092023,1568,185,26,5,0.00280269058295964,,-4,1780
AC26,69,90r,4.38,0,,,,amrakits canyon,42.629,D.dahli,f,28052023,2825,499,10,217,0.0611095466065897,,,3551
AC260,67,78r,3.6,0,0,,,amrakits canyon,45.22,D.armeniaca,f,15092023,744,86,45,10,0.0112994350282486,463,,1348
AC27,63,87r,4.2,,,1,br,amrakits canyon,86.76,D.portschinskii,m,28052023,3692,81,39,75,0.0192950861847183,,,3887
AC28,64,76r,3.81,0,,,,amrakits canyon,54.6,D.dahli,f,28052023,,,,,,,,0
AC29,62,112,3.68,0,,,,amrakits canyon,43.485,D.dahli,f,28052023,830,195,57,19,0.0172570390554042,266,,1367
AC3,62,,2.67,0,,,,amrakits canyon,,D.dahli,f,25042023,468,28,26,39,0.0695187165775401,,,561
AC30,59,100,3.4,0,,,,amrakits canyon,59.754,D.dahli,f,28052023,1468,222,4,75,0.0423968343697004,,,1769
AC31,70,92r,6.5,,,,,amrakits canyon,71.314,D.armeniaca,f,28052023,1511,334,18,64,0.0332122470160872,175,,2102
AC32,62,102,4,,,,,amrakits canyon,47.124,D.dahli,f,28052023,3184,307,616,345,0.0774932614555256,433,,4885
AC33,70,35,4.9,0,,,,amrakits canyon,,D.armeniaca,f,28052023,,,,,,,,0
AC34,62,48r,4.32,0,,,,amrakits canyon,28.141,D.dahli,f,28052023,1332,73,17,231,0.139745916515427,,,1653
AC35,62,118,4.9,0,,,,amrakits canyon,53.118,D.dahli,f,28052023,2831,564,20,1,0.0002927400468384,,-1,3415
AC36,68,112,5.46,0,1,,,amrakits canyon,196.77,D.dahli,f,28052023,3715,171,8,22,0.00561797752808989,,,3916
AC37,61,84,3.36,0,,,,amrakits canyon,53.76,D.dahli,f,28052023,1264,102,19,21,0.0149359886201991,,,1406
AC38,62,90,3.4,0,,,,amrakits canyon,67.675,D.dahli,f,28052023,757,148,6,9,0.00978260869565217,,,920
AC39,64,85,4.35,0,1,,,amrakits canyon,,D.armeniaca,f,28052023,,,,,,,,0
AC4,54,,2.2,0,,,,amrakits canyon,,D.dahli,f,25042023,1817,224,70,1,0.00047348484848484,,,2112
AC40,58,106,3.61,0,,,,amrakits canyon,45.84,D.dahli,f,28052023,3021,295,78,87,0.0249928181557024,65,,3546
AC41,59,105,3.64,0,,,,amrakits canyon,54.616,D.dahli,f,28052023,2139,39,6,27,0.0122116689280868,,-11,2200
AC42,63,70r,4,0,,,,amrakits canyon,80.305,D.dahli,f,28052023,1963,245,36,6,0.00266666666666667,,-2,2248
AC43,65,100,4.03,0,,,,amrakits canyon,77.308,D.dahli,f,28052023,3424,330,15,91,0.0235751295336788,,,3860
AC44,67,89r,4.32,0,,,,amrakits canyon,,D.dahli,f,28052023,3854,251,15,45,0.0108043217286915,,,4165
AC45,66,96,3.5,0,,,,amrakits canyon,31.925,D.dahli,f,28052023,,,,,,,,0
AC46,67,94,4.32,0,,,,amrakits canyon,27.992,D.dahli,f,28052023,1249,210,23,57,0.037037037037037,86,7,1632
AC47,66,93,4.13,0,,,,amrakits canyon,87.155,D.dahli,f,28052023,2199,333,11,2,0.00078585461689587,,,2545
AC48,56,103,3,0,,,,amrakits canyon,66.818,D.dahli,f,28052023,2391,113,23,1,0.00039556962025316,,,2528
AC49,53,71r,2.54,0,,,,amrakits canyon,13.123,D.dahli,f,28052023,,,,,,,,0
AC5,55,,2.28,0,,,,amrakits canyon,,D.dahli,f,25042023,1600,148,7,0,0,,,1755
AC50,64,128,4.9,,,1,br,amrakits canyon,224.6,D.portschinskii,m,28052023,3581,23,5,8,0.00221177771633951,,,3617
AC51,59,86r,4.6,,,1,br,amrakits canyon,,D.portschinskii,m,28052023,1325,315,12,37,0.0219064535227946,138,3,1830
AC52,56,118,4.32,,,1,br,amrakits canyon,254.8,D.portschinskii,m,28052023,2629,50,12,16,0.00591060214259328,,,2707
AC53,58,126,4.36,,,1,br,amrakits canyon,215.6,D.portschinskii,m,28052023,1873,40,11,8,0.0041407867494824,,-4,1928
AC54,53,103,2.69,,,1,br,amrakits canyon,,D.portschinskii,m,28052023,,,,,,,,0
AC55,54,99,2.69,2,,,,amrakits canyon,,D.portschinskii,f,28052023,1350,157,7,11,0.00721311475409836,,,1527
AC56,70,114r,6.58,,,,,amrakits canyon,208.6,D.armeniaca,f,30052023,1473,23,21,9,0.00589777195281782,,2,1528
AC57,64,104,4.45,,,,,amrakits canyon,127.95,D.armeniaca,f,30052023,865,116,40,132,0.11448395490026,,,1153
AC58,55,17r,2.67,,,,,amrakits canyon,64.464,D.armeniaca,f,30052023,1179,75,40,4,0.00308166409861325,,-2,1296
AC59,75,74r,6.62,,1,,,amrakits canyon,,D.armeniaca,f,30052023,1750,51,18,338,0.156699119146963,,,2157
AC6,49,,1.43,0,,,,amrakits canyon,,D.dahli,f,25042023,1287,178,15,19,0.0126751167444963,,,1499
AC60,69,112r,5.57,,1,,,amrakits canyon,,D.armeniaca,f,30052023,2998,206,42,202,0.058584686774942,,,3448
AC61,71,82r,5.62,,,,,amrakits canyon,85.657,D.armeniaca,f,30052023,1494,39,20,86,0.0524710189139719,,,1639
AC62,67,112,5.49,,1,,,amrakits canyon,172.04,D.armeniaca,f,30052023,2188,86,18,8,0.00347826086956522,,,2300
AC63,65,113,5.18,,1,,,amrakits canyon,246,D.armeniaca,f,30052023,2030,321,46,0,0,83,,2480
AC64,66,70r,5.05,,1,,,amrakits canyon,,D.armeniaca,f,30052023,1690,67,6,20,0.0112170499158721,9,,1792
AC65,64,106,5.28,,1,,,amrakits canyon,98.929,D.armeniaca,f,30052023,4216,133,48,9,0.00204266908760781,,,4406
AC66,67,115,5.55,,1,,,amrakits canyon,236.55,D.armeniaca,f,30052023,2877,214,47,156,0.0473588342440801,,,3294
AC67,62,87r,4.74,,1,,,amrakits canyon,205.37,D.armeniaca,f,30052023,2055,141,4,31,0.0138951142985208,,,2231
AC68,62,76r,3.65,,1,,,amrakits canyon,98.073,D.portschinskii,f,30052023,,,,,,,,0
AC69,62,10r,3.94,,,1,br,amrakits canyon,232.9,D.portschinskii,m,30052023,,,,,,,,0
AC7,47,,1.46,0,,,,amrakits canyon,,D.dahli,f,25042023,550,186,11,200,0.211193241816262,281,,1228
AC70,69,70,2.85,3,1,,,amrakits canyon,82.446,D.portschinskii,f,30052023,2592,246,27,30,0.0103626943005181,,,2895
AC71,53,81r,2.95,,,,,amrakits canyon,28.34,D.armeniaca,f,30052023,1794,216,44,1,0.00048661800486618,,-1,2054
AC72,63,63r,4.89,,,1,br,amrakits canyon,,D.portschinskii,m,30052023,4385,114,18,107,0.0231401384083045,,,4624
AC73,54,118,3.53,,,1,br,amrakits canyon,,D.portschinskii,m,30052023,3541,166,23,14,0.00373931623931624,,-4,3740
AC74,49,72,2.07,2,,,,amrakits canyon,,D.portschinskii,f,30052023,709,43,45,40,0.0477897252090801,,,837
AC75,59,72r,3.27,3,1,,,amrakits canyon,86.81,D.portschinskii,f,15062023,1463,3,63,11,0.00714285714285714,107,-3,1644
AC76,62,30r,3.36,2,,,,amrakits canyon,24.4,D.portschinskii,f,15062023,1114,23,3,11,0.00955690703735882,152,-6,1297
AC77,57,10r,2.23,2,1,,,amrakits canyon,29.28,D.portschinskii,f,15062023,,,,,,,,0
AC78,64,79r,4.21,2,1,,,amrakits canyon,0,D.portschinskii,f,15062023,,,,,,,,0
AC79,62,72r,3.23,3,,,,amrakits canyon,85.62,D.portschinskii,f,15062023,3002,115,2,8,0.00255836264790534,,,3127
AC8,57,,2.2,0,,,,amrakits canyon,,D.dahli,f,25042023,1644,100,21,0,0,,,1765
AC80,55,75r,2.84,2,1,,,amrakits canyon,20.32,D.portschinskii,f,15062023,,,,,,,,0
AC81,63,97,3.65,3,1,,,amrakits canyon,269.4,D.portschinskii,f,15062023,,,,,,,,0
AC82,62,125,6,,,1,br,amrakits canyon,99.32,D.portschinskii,m,15062023,2239,3,5,6,0.00266311584553928,,-6,2247
AC83,60,100,4.27,,,1,br,amrakits canyon,44.82,D.portschinskii,m,15062023,,,,,,,,0
AC84,62,115,3.95,4,1,,,amrakits canyon,168.4,D.portschinskii,f,15062023,1308,20,4,4,0.0029940119760479,,,1336
AC85,61,139,4.95,,,1,br,amrakits canyon,164.70,D.portschinskii,m,15062023,1820,14,13,83,0.0430051813471503,,,1930
AC86,60,119,4.08,,,"0,5",pale,amrakits canyon,124.60,D.portschinskii,m,15062023,1442,23,40,23,0.0150523560209424,,,1528
AC87,62,108r,4.63,,,"0,5",pale,amrakits canyon,121.90,D.portschinskii,m,15062023,2093,27,28,7,0.00324825986078886,,-3,2152
AC88,63,130,4.91,,,"0,5",pale,amrakits canyon,74.91,D.portschinskii,m,15062023,340,80,111,4,0.00747663551401869,,700,1235
AC89,61,121,3.57,4,1,,,amrakits canyon,25.36,D.portschinskii,f,15062023,1550,40,15,43,0.0260922330097087,,,1648
AC9,56,,2.12,0,,,,amrakits canyon,,D.dahli,f,25042023,,,,,,,,0
AC90,63,103r,,,,1,br,amrakits canyon,36.02,D.portschinskii,m,15062023,,,,,,,,0
AC91,72,103r,5.73,,1,,,amrakits canyon,300,D.armeniaca,f,15062023,1510,31,32,67,0.0408536585365854,,,1640
AC92,70,64r,6.2,,1,,,amrakits canyon,295.7,D.armeniaca,f,15062023,609,13,181,139,0.14755838641189,164,22,1128
AC93,62,109,4.38,,1,,,amrakits canyon,155.91,D.armeniaca,f,15062023,2711,70,38,2,0.00070896845090393,,,2821
AC94,71,80r,6.23,,1,,,amrakits canyon,204.4,D.armeniaca,f,15062023,1421,17,85,266,0.148686416992733,,,1789
AC95,70,100r,5.4,,1,,,amrakits canyon,289.9,D.armeniaca,f,15062023,1020,34,59,106,0.0869565217391304,784,,2003
AC96,66,45r,4.43,,1,,,amrakits canyon,300,D.armeniaca,f,15062023,,,,,,,,0
AC97,68,107,4.56,,1,,,amrakits canyon,24.86,D.armeniaca,f,15062023,1686,9,9,52,0.0296127562642369,69,,1825
AC98,65,86r,4.3,1,1,,,amrakits canyon,37.4,D.dahli,f,15062023,1207,92,9,417,0.241739130434783,,,1725
AC99,66,17r,3.68,1,1,,,amrakits canyon,65.78,D.dahli,f,15062023,693,77,33,19,0.0231143552311436,,,822
ACN1341,62,110,3.63,4,1,,,amrakits canyon,46.482,D.portschinskii,f,28052023,1258,57,51,1,0.00073152889539136,,,1367
ACN1342,54,72,2.27,3,,,,amrakits canyon,18.476,D.portschinskii,f,28052023,3362,161,11,7,0.00197684269980232,,-2,3539
ACN1343,59,30r,3.37,5,1,,,amrakits canyon,21.301,D.portschinskii,f,28052023,2425,61,3,6,0.00240480961923848,,-2,2493
ACN1345,63,121,4.77,,,1,br,amrakits canyon,,D.portschinskii,m,28052023,2232,504,39,16,,36,,2827
ACN1351,63,81r,4.15,,,1,br,amrakits canyon,418.7,D.portschinskii,m,28052023,,,,,,,,0
ACN1354,59,103,3.35,2,,,,gar-gar,50.763,D.portschinskii,f,29052023,1736,62,18,8,0.0043859649122807,,-1,1823
ACN2344,61,115,4.27,,,1,br,amrakits canyon,49.54,D.portschinskii,m,28052023,2341,54,10,32,0.0131308986458761,,3,2440
ACN5013,64,111,4.66,,,1,br,gar-gar,,D.portschinskii,m,29052023,1989,80,18,38,0.0178823529411765,,,2125
ACN5014,67,112r,5,1,1,,,amrakits canyon,38.65,D.dahli,f,16062023,1195,94,6,7,0.00537634408602151,,-2,1300
ACN5015,62,64r,3.89,1,1,,,amrakits canyon,80.63,D.dahli,f,16062023,1415,43,17,71,0.0459249676584735,,-1,1545
ACN5021,63,84r,3.89,1,1,,,amrakits canyon,16.92,D.dahli,f,16062023,1098,19,12,96,0.0783673469387755,72,23,1320
ACN5022,58,70r,3.07,1,1,,,amrakits canyon,39.91,D.dahli,f,16062023,3975,83,27,198,0.0462292785430773,,,4283
