id,sp,sex,svl,lc,m,marks,eggs,pore,colour,date,loc
AC198,D.dahli,f,52,41r,2,0,0,,,130923,amrakits canyon
AC199,D.dahli,f,66,108r,3.8,0,0,,,130923,amrakits canyon
AC200,D.dahli,f,54,15r,2.2,0,0,,,130923,amrakits canyon
AC201,D.dahli,f,60,57r,3,0,0,,,130923,amrakits canyon
AC202,D.portschinskii,m,60,103r,4,,,0,1,140923,amrakits canyon
AC203,D.portschinskii,m,62,89r,5.2,,,0,1,140923,amrakits canyon
AC204,D.portschinskii,m,58,115r,4.4,,,0,"0,5",140923,amrakits canyon
AC205,D.portschinskii,m,63,103r,4,,,0,1,140923,amrakits canyon
AC206,D.portschinskii,m,62,87r,3.8,,,0,"0,5",140923,amrakits canyon
AC207,D.portschinskii,m,65,88r,4.4,,,0,1,140923,amrakits canyon
AC208,D.portschinskii,m,64,82r,4.2,,,0,"0,5",140923,amrakits canyon
AC209,D.portschinskii,m,61,136,3.8,,,0,1,140923,amrakits canyon
AC210,D.portschinskii,m,60,103r,4,,,0,1,140923,amrakits canyon
AC211,D.portschinskii,m,59,94r,3.6,,,0,1,140923,amrakits canyon
AC212,D.portschinskii,m,60,117r,4,,,0,1,140923,amrakits canyon
AC213,D.portschinskii,m,62,93r,4.2,,,0,1,140923,amrakits canyon
AC214,D.portschinskii,m,54,17r,3.4,,,0,"0,5",140923,amrakits canyon
AC215,D.portschinskii,m,59,117r,4,,,0,1,140923,amrakits canyon
AC216,D.portschinskii,m,51,110,2.4,,,0,"0,5",140923,amrakits canyon
AC217,D.portschinskii,m,50,67r,2.2,,,0,"0,5",140923,amrakits canyon
AC218,D.portschinskii,f,56,87r,2.2,0,0,,,140923,amrakits canyon
AC219,D.portschinskii,f,63,73r,3.4,0,0,,,140923,amrakits canyon
AC220,D.portschinskii,f,58,68r,3,0,0,,,140923,amrakits canyon
AC221,D.portschinskii,f,61,34r,2.4,0,0,,,140923,amrakits canyon
AC222,D.portschinskii,f,58,72r,2.8,0,0,,,140923,amrakits canyon
AC223,D.portschinskii,f,62,85r,4,0,0,,,140923,amrakits canyon
AC224,D.portschinskii,f,52,28r,1.6,0,0,,,140923,amrakits canyon
AC225,D.portschinskii,f,54,73r,2.6,0,0,,,140923,amrakits canyon
AC226,D.portschinskii,f,59,70r,2.8,0,0,,,140923,amrakits canyon
AC227,D.portschinskii,f,58,82r,2.4,0,0,,,140923,amrakits canyon
AC228,D.portschinskii,f,52,104r,2,0,0,,,140923,amrakits canyon
AC229,D.portschinskii,f,63,87r,3.4,0,0,,,140923,amrakits canyon
AC230,D.portschinskii,f,49,64r,,0,0,,,140923,amrakits canyon
AC231,D.portschinskii,f,49,42r,,0,0,,,140923,amrakits canyon
AC232,D.portschinskii,f,45,86,,0,0,,,140923,amrakits canyon
AC233,D.portschinskii,f,51,90,,0,0,,,140923,amrakits canyon
AC234,D.portschinskii,f,55,94r,2.2,0,0,,,140923,amrakits canyon
AC235,D.dahli,f,64,112r,3.8,1,0,,,140923,amrakits canyon
AC236,D.dahli,f,62,107r,2.8,0,0,,,140923,amrakits canyon
AC237,D.dahli,f,63,89r,3.2,0,0,,,140923,amrakits canyon
AC238,D.dahli,f,69,97r,4,0,0,,,140923,amrakits canyon
AC239,D.dahli,f,61,103r,5,1,0,,,140923,amrakits canyon
AC240,D.dahli,f,64,84r,3.6,1,0,,,140923,amrakits canyon
AC241,D.dahli,f,62,58r,3.1,1,0,,,140923,amrakits canyon
AC242,D.dahli,f,64,73r,3.2,0,0,,,140923,amrakits canyon
AC243,D.dahli,f,59,110,3.4,0,0,,,140923,amrakits canyon
AC244,DportXDdah,f,70,18r,3.8,0,0,,,150923,amrakits canyon
AC245,D.portschinskii,m,62,38r,4.2,,,0,1,150923,amrakits canyon
AC246,D.portschinskii,m,63,48r,3.8,,,0,1,150923,amrakits canyon
AC247,D.portschinskii,m,62,64r,4.8,,,0,1,150923,amrakits canyon
AC248,D.armeniaca,f,63,73r,4,0,0,,,150923,amrakits canyon
AC249,D.armeniaca,f,72,99r,5.2,0,0,,,150923,amrakits canyon
AC250,DportXDdah,f,66,115r,5,0,0,,,150923,amrakits canyon
AC251,DportXDdah,f,47,106,1.6,0,0,,,150923,amrakits canyon
AC252,D.armeniaca,f,59,77r,2,0,0,,,150923,amrakits canyon
AC253,D.armeniaca,f,70,115r,5.6,0,0,,,150923,amrakits canyon
AC254,D.armeniaca,f,66,30r,5,0,0,,,150923,amrakits canyon
AC255,D.armeniaca,f,62,98r,4,0,0,,,150923,amrakits canyon
AC256,D.armeniaca,f,57,107,3.4,0,0,,,150923,amrakits canyon
AC257,D.armeniaca,f,64,53r,3.6,0,0,,,150923,amrakits canyon
AC258,D.armeniaca,f,63,109,3.8,0,0,,,150923,amrakits canyon
AC259,D.armeniaca,f,61,50r,4.6,0,0,,,150923,amrakits canyon
AC260,D.armeniaca,f,67,78r,3.6,0,0,,,150923,amrakits canyon
ash340,D.valentini,m,61,98r,4.48,,,0,"0,5",180923,sepasar river
SR7,D.valentini,m,64,88r,4.3,,,0,"0,5",180923,sepasar river
SR8,D.valentini,m,62,71r,4.28,,,0,"0,5",180923,sepasar river
SR9,D.armeniaca,f,63,88r,4.48,0,0,,,180923,sepasar river
SR10,D.armeniaca,f,62,98r,4.25,0,0,,,180923,sepasar river
SR11,D.armeniaca,f,59,110r,4.07,0,0,,,180923,sepasar river
SR12,D.armeniaca,f,54,65r,2.93,0,0,,,180923,sepasar river
SR13,D.armeniaca,f,57,89r,3.19,0,0,,,180923,sepasar river
SR14,D.armeniaca,f,59,60r,3.7,0,0,,,180923,sepasar river
SR15,D.armeniaca,f,63,78r,4.4,0,0,,,180923,sepasar river
SR16,D.armeniaca,f,67,28r,4.66,0,0,,,180923,sepasar river
SR17,D.valentini,f,58,83r,3.58,0,0,,,180923,sepasar river
SR18,D.armeniaca,f,54,81r,2.93,0,0,,,180923,sepasar river
SR19,D.armeniaca,f,61,103r,4.24,0,0,,,180923,sepasar river
SR20,D.armeniaca,f,57,93r,3.05,0,0,,,180923,sepasar river
SR21,D.valentini,f,62,106,4.41,0,0,,,190923,sepasar river
SR22,D.valentini,f,60,52r,3.68,0,0,,,190923,sepasar river
SR23,D.armeniaca,f,59,104,3.42,0,0,,,190923,sepasar river
SR24,D.armeniaca,f,57,43r,3.22,0,0,,,190923,sepasar river
AC1,D.dahli,f,62,,2.65,0,,,,250423,amrakits canyon
AC2,D.dahli,f,64,,3.71,0,,,,250423,amrakits canyon
AC3,D.dahli,f,62,,2.67,0,,,,250423,amrakits canyon
AC4,D.dahli,f,54,,2.2,0,,,,250423,amrakits canyon
AC5,D.dahli,f,55,,2.28,0,,,,250423,amrakits canyon
AC6,D.dahli,f,49,,1.43,0,,,,250423,amrakits canyon
AC7,D.dahli,f,47,,1.46,0,,,,250423,amrakits canyon
AC8,D.dahli,f,57,,2.2,0,,,,250423,amrakits canyon
AC9,D.dahli,f,56,,2.12,0,,,,250423,amrakits canyon
AC10,D.dahli,f,63,,2.99,0,,,,250423,amrakits canyon
AC11,D.dahli,f,63,,3,0,,,,250423,amrakits canyon
AC12,D.armeniaca,f,70,,4.86,0,,,,250423,amrakits canyon
AC13,D.armeniaca,f,71,,4.48,0,,,,250423,amrakits canyon
AC14,D.armeniaca,f,68,,4.2,0,,,,250423,amrakits canyon
AC15,D.armeniaca,f,69,,5.04,0,,,,250423,amrakits canyon
AC16,D.dahli,f,59,,3.07,0,,,,250423,amrakits canyon
AC17,D.dahli,f,66,,3.14,0,,,,250423,amrakits canyon
AC18,D.dahli,f,,,,0,,,,250423,amrakits canyon
AC19,D.dahli,f,62,,3.08,0,,,,250423,amrakits canyon
AC20,D.portschinskii,m,64,,5.33,-,,,,250423,amrakits canyon
AC21,D.portschinskii,m,58,,4.25,-,,,,250423,amrakits canyon
AC22,D.portschinskii,m,63,,4.36,-,,,,250423,amrakits canyon
AC23,D.portschinskii,f,53,,2,0,,,,250423,amrakits canyon
HR1,D.unisexualis,f,68,,5.67,0,,,,120523,hrazdan restaurant
HR2,D.unisexualis,f,66,,4.43,0,,,,120523,hrazdan restaurant
HR3,D.unisexualis,f,66,,4.51,0,,,,120523,hrazdan restaurant
HR4,D.unisexualis,f,58,,3.66,5,,,,120523,hrazdan restaurant
HR5,D.unisexualis,f,72,,5.18,1,,,,120523,hrazdan restaurant
HR6,D.unisexualis,f,56,,3.2,1,,,,120523,hrazdan restaurant
HR7,D.unisexualis,f,74,,5.98,0,,,,120523,hrazdan restaurant
HR8,D.unisexualis,f,65,,4.08,0,,,,120523,hrazdan restaurant
HR9,D.unisexualis,f,71,,5.8,0,,,,120523,hrazdan restaurant
HR10,D.unisexualis,f,62,,3.81,0,,,,120523,hrazdan restaurant
HR11,D.nairensis,m,69,,5.83,-,,,,120523,hrazdan restaurant
HR12,D.nairensis,m,69,,5.74,-,,,,120523,hrazdan restaurant
HR13,D.nairensis,m,68,,6.04,-,,,,120523,hrazdan restaurant
HR14,D.nairensis,m,71,,5.18,-,,,,120523,hrazdan restaurant
HR15,D.nairensis,m,64,,5.47,-,,,,120523,hrazdan restaurant
HR16,D.nairensis,m,68,,6.38,-,,,,120523,hrazdan restaurant
HR17,D.nairensis,m,68,,5.9,-,,,,120523,hrazdan restaurant
HR18,D.nairensis,m,67,,5.42,-,,,,120523,hrazdan restaurant
HR19,D.nairensis,m,72,,5.99,-,,,,120523,hrazdan restaurant
HR20,D.nairensis,f,68,,4.95,0,,,,120523,hrazdan restaurant
HR21,D.nairensis,f,67,,4.67,0,,,,120523,hrazdan restaurant
HR22,D.nairensis,f,73,,5.72,1,,,,120523,hrazdan restaurant
HR23,D.nairensis,f,66,,4.29,1,,,,120523,hrazdan restaurant
HR24,D.nairensis,f,67,,3.97,2,,,,120523,hrazdan restaurant
HR25,D.nairensis,f,61,,4.04,2,,,,120523,hrazdan restaurant
HR26,D.nairensis,f,66,,4.05,0,,,,120523,hrazdan restaurant
HR27,D.nairensis,f,58,,2.97,0,,,,120523,hrazdan restaurant
HR28,D.nairensis,m,60,,3.66,-,,,,120523,hrazdan restaurant
HR29,D.nairensis,m,60,,3.24,-,,,,120523,hrazdan restaurant
HR30,D.nairensis,f,58,,2.79,0,,,,120523,hrazdan restaurant
SH.nn1,D.valentini,f,74,121r,6.85,1,,,,230523,sepasar hill
SH.nn2,D.valentini,f,74,,6.73,,,,,230523,sepasar hill
sh.nn3,D.valentini,f,71,100r,5.75,,,,,230523,sepasar hill
mar.nn1,D.nairensis,f,65,67r,3.55,,,,,,
SH1.22,D.valentini,f,64,113,"4,92",,,,,110722,sepasar hill
SH2.22,D.valentini,m,68,94,"6,48",,,,,110722,sepasar hill
SH3.22,D.valentini,f,65,88,"4,3",,,,,110722,sepasar hill
SH4.22,D.valentini,f,61,62,"3,66",,,,,110722,sepasar hill
SH5.22,D.valentini,m,67,127,"6,29",,,,,110722,sepasar hill
SH6.22,D.valentini,f,62,77,"3,78",,,,,110722,sepasar hill
SH7.22,D.valentini,m,59,68,"4,41",,,,,110722,sepasar hill
SH8.22,D.valentini,m,68,126,"6,93",,,,,110722,sepasar hill
SH9.22,D.valentini,f,59,108,4,,,,,110722,sepasar hill
SH10.22,D.valentini,f,58,104,"4,09",,,,,110722,sepasar hill
SH11.22,D.valentini,f,55,102,"3,3",,,,,110722,sepasar hill
SH12.22,D.valentini,f,73,115,"6,49",,,,,110722,sepasar hill
SH13.22,D.valentini,m,68,135,"7,1",,,,,110722,sepasar hill
SH14.22,D.valentini,f,69,15,"4,54",,,,,110722,sepasar hill
SH15.22,D.valentini,f,65,109,"4,62",,,,,110722,sepasar hill
SH16.22,D.valentini,f,64,78,"4,55",,,,,110722,sepasar hill
SH17.22,D.valentini,f,65,110,"4,24",,,,,110722,sepasar hill
SH18.22,D.valentini,f,60,61,"3,71",,,,,110722,sepasar hill
SH19.22,D.valentini,m,67,83,"5,86",,,,,110722,sepasar hill
SH20.22,D.valentini,m,53,83,"2,88",,,,,110722,sepasar hill
SH21.22,D.valentini,f,62,96,"3,96",,,,,110722,sepasar hill
SH22.22,D.valentini,m,63,,"4,9",,,,,110722,sepasar hill
SH23.22,D.valentini,f,58,28,"3,11",,,,,110722,sepasar hill
SH24.22,D.valentini,f,70,91,"5,8",,,,,110722,sepasar hill
SH27.22,D.valentini,m,66,129,6,,,,,110822,sepasar hill
SH28.22,D.valentini,m,59,79,"3,7",,,,,80822,sepasar hill
SH29.22,D.valentini,f,63,102,"3,8",,,,,310722,sepasar hill
SH30.22,D.valentini,f,64,92,"3,67",,,,,100822,sepasar hill
SH31.22,D.valentini,m,66,54,"6,09",,,,,190722,sepasar hill
SH32.22,D.valentini,f,64,105,"4,9",,,,,150722,sepasar hill
SH33.22,D.valentini,f,60,105,"4,26",,,,,120722,sepasar hill
SH34.22,D.valentini,m,65,76,"5,35",,,,,70822,sepasar hill
SH35.22,D.valentini,f,70,91,"5,08",,,,,240722,sepasar hill
SH36.22,D.valentini,n,65,130,"5,87",,,,,250722,sepasar hill
SH37.22,D.valentini,f,75,133,"6,65",,,,,180722,sepasar hill
SH38.22,D.valentini,m,64,115,"5,81",,,,,280722,sepasar hill
